task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
machine-learning-05-09,Model Evaluation & Metrics: Real-World,"Practice Model Evaluation & Metrics within Machine Learning: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Machine Learning,Advanced,"machine-learning,model,evaluation,&",Read a short overview of Model Evaluation & Metrics in Machine Learning|Implement a minimal example for Model Evaluation & Metrics (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Model Evaluation & Metrics' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-05-10,Model Evaluation & Metrics: Capstone,"Practice Model Evaluation & Metrics within Machine Learning: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Machine Learning,Advanced,"machine-learning,model,evaluation,&",Read a short overview of Model Evaluation & Metrics in Machine Learning|Implement a minimal example for Model Evaluation & Metrics (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Model Evaluation & Metrics' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-01,Feature Engineering: Intro,"Practice Feature Engineering within Machine Learning: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Machine Learning,Beginner,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-02,Feature Engineering: Basics,"Practice Feature Engineering within Machine Learning: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Machine Learning,Beginner,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-03,Feature Engineering: Hands-on,"Practice Feature Engineering within Machine Learning: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Machine Learning,Beginner,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-04,Feature Engineering: Apply,"Practice Feature Engineering within Machine Learning: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Machine Learning,Intermediate,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-05,Feature Engineering: Deep Dive,"Practice Feature Engineering within Machine Learning: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Machine Learning,Intermediate,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-06,Feature Engineering: From Scratch,"Practice Feature Engineering within Machine Learning: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Machine Learning,Intermediate,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-07,Feature Engineering: Best Practices,"Practice Feature Engineering within Machine Learning: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Machine Learning,Intermediate,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-08,Feature Engineering: Performance,"Practice Feature Engineering within Machine Learning: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Machine Learning,Advanced,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-09,Feature Engineering: Real-World,"Practice Feature Engineering within Machine Learning: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Machine Learning,Advanced,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-06-10,Feature Engineering: Capstone,"Practice Feature Engineering within Machine Learning: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Machine Learning,Advanced,"machine-learning,feature,engineering",Read a short overview of Feature Engineering in Machine Learning|Implement a minimal example for Feature Engineering (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Feature Engineering' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
machine-learning-07-01,Tree-Based Models (RF/XGBoost): Intro,"Practice Tree-Based Models (RF/XGBoost) within Machine Learning: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Machine Learning,Beginner,"machine-learning,tree-based,models,rf-xgboost",Read a short overview of Tree-Based Models (RF/XGBoost) in Machine Learning|Implement a minimal example for Tree-Based Models (RF/XGBoost) (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Tree-Based Models (RF/XGBoost)' in Machine Learning|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=Gv9_4yMHFhI,https://scikit-learn.org/stable/
